"demoID","sipasID","username","subjectID","study_ID","school","sequence_order","demo_datetime","responseID","condition_value","response_iter","response_text","Resp_tot","Mental_terms_tot","Ment_stat_just_tot","Com_first_resp","response_datetime","lagtime_ms","accessCode","itemID","userID","sesID","dreamID","startDate","endDate","participantID","X"
406,133035,"3026",NA,"12SPlizzie","noSchool","GBHACEDF","6/4/18 10:29",3593,"A",1,"Peter tells his Aunt that her new hat is nice because he may not want to her her feelings since he was so excited to her and he doesn't want to ruin the day she came to visit them.",1,"4",1,1,"6/4/18 10:45",1565,"FASCPILOT2",1976,15980,"fr789mvhv8p2puluh70jbsnpm2","pub_IbpoGPeI8G","6/4/18 10:29","6/4/18 10:29","3026",NA
350,121002,"2314",NA,"12SPlizzie","noSchool","ACEGBFDH","12/13/17 11:41",3067,"A",1,"Peter does not like Aunt Jane's hat but does not directly mention it to her, as it may hurt her feelings. Essentially he lies to keep Aunt Jane's feelings unhurt.",1,"4",1,1,"12/13/17 11:42",2775,"FASCPILOT2",1976,14370,"hoo5p2o1eq9o7ln3ncopq53hv2","pub_QE6K6eptu1","12/13/17 11:40","12/13/17 11:41","2314",NA
421,133051,"3005",NA,"12SPlizzie","noSchool","FDHCGBEA","6/4/18 11:46",3702,"A",1,"peter does lie to his aunt since he didn't want to be rude and tell her his honest opinion about the hat since he could've hurt her feelings",1,"4",1,1,"6/4/18 11:55",845,"FASCPILOT2",1976,16067,"gigkdveo6ta2b9cn26ql7s1cq6","pub_yxDfDtvfug","6/4/18 11:46","6/4/18 11:46","3005",1
461,133172,"3212",NA,"12SPlizzie","noSchool","ABCHFEGD","6/7/18 12:36",4045,"A",1,NA,NA,NA,NA,NA,"6/7/18 12:37",12610,"FASCPILOT2",1976,16619,"dqi7l5igjk4gt6lgii9fn0fce1","pub_j_kJ_6IYIA","6/7/18 12:36","6/7/18 12:36","3212",NA
359,121014,"2303",NA,"12SPlizzie","noSchool","CBGHEFDA","12/13/17 12:41",3199,"A",1,"He tells his aunt a lie so he won't hurt her feelings.",1,"2",1,1,"12/13/17 13:02",1313,"FASCPILOT2",1976,14388,"47b408el5fneqpob850hlos9i6","pub_BKb-HRVwzC","12/13/17 12:41","12/13/17 12:41","2303",NA
459,133169,"3220",NA,"12SPlizzie","noSchool","EAGFBDCH","6/7/18 10:57",4027,"A",1,"to hurt her feelings",1,"1",1,0,"6/7/18 11:01",2968,"FASCPILOT2",1976,16561,"20ndikueedk1ag6bb2t3r29ju5","pub_BIG5vlSIST","6/7/18 10:57","6/7/18 10:57","3220",NA
362,121018,"2315",NA,"12SPlizzie","noSchool","HEBACFGD","12/13/17 12:52",3165,"A",1,"so that the aunt doesnt feel bad",1,"1",1,1,"12/13/17 12:55",1019,"FASCPILOT2",1976,14393,"12f010hqpduq4041rnfel08d24","pub_nr2f2IIJrT","12/13/17 12:52","12/13/17 12:52","2315",NA
401,133030,"3019",NA,"12SPlizzie","noSchool","GDECHFBA","6/4/18 10:11",3564,"A",1,"I think peter says that to Aunt Jane because he does not want to hurt her feelings.",1,"2",1,1,"6/4/18 10:35",1194,"FASCPILOT2",1976,15943,"aljbunp92f49q8ag278cor7gh6","pub_~Uiau55O97","6/4/18 10:11","6/4/18 10:11","3019",NA
414,133043,"3032",NA,"12SPlizzie","noSchool","EHCGDBFA","6/4/18 10:53",3642,"A",1,"Peter lies to his aunt about the hat because Peter didn't want to hurt his aunts' feelings.",1,"3",1,1,"6/4/18 11:09",2545,"FASCPILOT2",1976,16002,"qujsjsihtc2ipuugujfvqd2322","pub_P8CT6iK_f9","6/4/18 10:52","6/4/18 10:53","3032",NA
460,133170,"3218",NA,"12SPlizzie","noSchool","GCAFDBEH","6/7/18 11:20",4039,"A",2,NA,NA,NA,NA,NA,"6/7/18 11:24",3120,"FASCPILOT2",1976,16635,"tff2tru6h4uspk50roqhpu9lu1","pub_CW~r@4Uhqk","6/7/18 12:40","6/7/18 12:40","3218",1
443,133132,"3018",NA,"12SPlizzie","noSchool","AHDBCEFG","6/6/18 12:40",3887,"A",1,"Peter tells his Aunt Jane that her hat is nice, even though earlier he had told the young girl next to him that it was not nice. I can infer that Peter did this because he did not want to hurt his Aunt Jane's feelings.",1,"2",1,1,"6/6/18 12:41",2208,"FASCPILOT2",1976,16028,"rln6art2rocuj92p286uttl8p2","pub_clb3HQ-LoB","6/4/18 11:20","6/4/18 11:20","3018",NA
466,133177,"3205",NA,"12SPlizzie","noSchool","GHCDFAEB","6/7/18 12:37",4104,"A",1,"there aunt hat was so ugly but they didnt want to her her because they dont want to hurt her feelings or dont want to be honest.",1,"5",1,1,"6/7/18 12:42",830,"FASCPILOT2",1976,16624,"q7jq8058f0ql9gekhbu0mamfa5","pub_CnN-vcElsR","6/7/18 12:37","6/7/18 12:37","3205",NA
440,133129,"3115",NA,"12SPlizzie","noSchool","AEHBCFGD","6/6/18 10:41",3831,"A",1,"i think peter does what he does in the story because he wants to be nice and respectful to his aunt.",1,"3",1,1,"6/6/18 10:43",6138,"FASCPILOT2",1976,16286,"vp49pk7qkdta738ncq9qbdk491","pub_w-Wo0Y8dw3","6/6/18 10:41","6/6/18 10:41","3115",1
432,133118,"3121",NA,"12SPlizzie","noSchool","GDABCEFH","6/6/18 10:14",3769,"A",1,"He doesn't want to tell his aunt the truth and probably hurt her feelings.
",1,"3",1,1,"6/6/18 10:17",2081,"FASCPILOT2",1976,16248,"9qde74sdiucdq0st57it6nra61","pub_zFp4EyB9Bo","6/6/18 10:14","6/6/18 10:14","3121",NA
474,133185,"3215",NA,"12SPlizzie","noSchool","GDCFHEBA","6/7/18 12:39",4196,"A",1,"Peter doesn't want to insult his aunt",1,"2",1,1,"6/7/18 12:51",1558,"FASCPILOT2",1976,16634,"i12gv5p9lhpckup02puf0cnn62","pub_@UcloF4L@H","6/7/18 12:38","6/7/18 12:38","3215",NA
409,133038,"3028",NA,"12SPlizzie","noSchool","FDHBECGA","6/4/18 10:38",3605,"A",1,"Peter lies to her aunt stating that the hat was nice . WHen in reality he was discussing it ugly and he lied in order for his aunty not to feel bad. ",1,"3",1,1,"6/4/18 10:50",2193,"FASCPILOT2",1976,15990,"lo9sadl6d9oohoh1s1il8d4a94","pub_Hv3bX-cHkB","6/4/18 10:38","6/4/18 10:38","3028",NA
363,121019,"2301",NA,"12SPlizzie","noSchool","GFCAEBHD","12/13/17 12:55",3187,"A",1,"They didn't like the hat but said it was nice anyway because Peter didn't want to hurt Jane's feelings.",1,"3",1,1,"12/13/17 12:59",1401,"FASCPILOT2",1976,14396,"n7ckof7o23n47agnb1d0lkdrg7","pub_mzHdk6uv2Q","12/13/17 12:55","12/13/17 12:55","2301",NA
430,133116,"3117",NA,"12SPlizzie","noSchool","GCDHEBFA","6/6/18 10:13",3798,"A",1,"He does this because he doesn't want to hurt his aunt's feelings because in reality he thinks its ugly",1,"3",1,1,"6/6/18 10:25",1185,"FASCPILOT2",1976,16245,"uedsjjp5ffnhh88mqivbd9roi1","pub_vg4UoppMWa","6/6/18 10:13","6/6/18 10:13","3117",NA
375,129434,"JEB_TEST_7",NA,"12SPlizzie","noSchool","ACEDHBGF","4/17/18 15:29",3282,"A",1,"TEST_TEST_TEST",NA,NA,NA,NA,"4/17/18 15:29",419,"FASCPILOT2",1976,15077,"l8m37se9f36npqs429t6lep723","pub_-ZedS2Rp54","4/17/18 15:28","4/17/18 15:29","JEB_TEST_7",NA
449,133139,"3103",NA,"12SPlizzie","noSchool","DCBGHEAF","6/6/18 12:53",3972,"A",1,"To not make his aunt feel bad since he missed her",1,"2",1,1,"6/6/18 13:06",1556,"FASCPILOT2",1976,16420,"vk2slm6u86fnq2bagj430cgbo4","pub_MZPrhUcvVi","6/6/18 12:52","6/6/18 12:53","3103",1
419,133048,"3018",NA,"12SPlizzie","noSchool","GFDEBCAH","6/4/18 11:20",3680,"A",1,"Peter does what she does in the story because he does not want to be rude to her aunt, since they have not seen her in a while.",NA,NA,NA,NA,"6/4/18 11:34",1242,"FASCPILOT2",1976,16404,"83416p2o9jg42e01vp3k4f8ou1","pub_Nblz_c4ekG","6/6/18 12:39","6/6/18 12:39","3018",NA
448,133138,"3112",NA,"12SPlizzie","noSchool","DBHECAGF","6/6/18 12:53",3945,"A",1,"Peter probably didn't want to hurt his aunt's feelings",1,"2",1,1,"6/6/18 13:00",1172,"FASCPILOT2",1976,16430,"u4k9vakfhd95qqjkrtc2djpk00","pub_pob89EygF2","6/6/18 13:04","6/6/18 13:04","3112",1
352,121004,"2310",NA,"12SPlizzie","noSchool","DEFBGACH","12/13/17 11:41",3102,"A",1,"Because he doesn't want to hurt her feelings.",1,"2",1,1,"12/13/17 11:47",1339,"FASCPILOT2",1976,14373,"5ie6grdh1dkgcfpvabrmo2p0e0","pub_n9jVmuxp9J","12/13/17 11:41","12/13/17 11:41","2310",NA
473,133184,"3213",NA,"12SPlizzie","noSchool","BHDCAEGF","6/7/18 12:38",4077,"B",1,"So they can ask her something.",1,"0",0,0,"6/7/18 12:41",12061,"FASCPILOT2",1976,16632,"0v7eltggn64micdm0qplusdvt7","pub_h4jaW6p8vf","6/7/18 12:38","6/7/18 12:38","3213",NA
441,133130,"3113",NA,"12SPlizzie","noSchool","CDAEFBHG","6/6/18 10:47",3872,"B",2,"They could have a really mean thing to say to her and want to embarrass her in front of everyone else with their question for her. ",1,"3",1,1,"6/6/18 10:59",347,"FASCPILOT2",1976,16292,"b2t1u9uince7b6mgssccoeav24","pub_URLjeY8ZPD","6/6/18 10:47","6/6/18 10:47","3113",1
359,121014,"2303",NA,"12SPlizzie","noSchool","CBGHEFDA","12/13/17 12:41",3159,"B",1,"They ask the girl in front something because they're very bored from hiking for awhile.",1,"1",1,0,"12/13/17 12:49",4048,"FASCPILOT2",1976,14388,"47b408el5fneqpob850hlos9i6","pub_BKb-HRVwzC","12/13/17 12:41","12/13/17 12:41","2303",NA
409,133038,"3028",NA,"12SPlizzie","noSchool","FDHBECGA","6/4/18 10:38",3591,"B",1,"Debra and Karen do they do in this story to show curiousity in the plot the faces on characters looked confused and bored so they asked a fellow girl something to help them.",1,"3",1,1,"6/4/18 10:44",2265,"FASCPILOT2",1976,15990,"lo9sadl6d9oohoh1s1il8d4a94","pub_Hv3bX-cHkB","6/4/18 10:38","6/4/18 10:38","3028",NA
412,133041,"3031",NA,"12SPlizzie","noSchool","GEDFAHBC","6/4/18 10:45",3644,"B",1,"Since Debra and Karen are probably lost because they have been hiking for a long time and see that girl in front of them and asks her for direction.",1,"0",0,1,"6/4/18 11:11",1180,"FASCPILOT2",1976,15995,"9t8v5rpc6qmg2ah4gbb8b6ds94","pub_iPsQGldsBQ","6/4/18 10:44","6/4/18 10:45","3031",1
447,133137,"3102",NA,"12SPlizzie","noSchool","BDEGFHCA","6/6/18 12:45",3899,"B",1,"They saw her walking alone and wanted to as her to walk with them.",1,"1",1,1,"6/6/18 12:47",2796,"FASCPILOT2",1976,16414,"ktoal7nl85gu2kt6aaccnecfj2","pub_1PtBCzbo_n","6/6/18 12:45","6/6/18 12:45","3102",NA
476,133187,"3216",NA,"12SPlizzie","noSchool","EGCDHABF","6/7/18 12:39",4210,"B",1,"they wanted to tell her something that was mean,,",1,"2",1,1,"6/7/18 12:56",864,"FASCPILOT2",1976,16637,"3okh2ofpv7kp1imspnebhk9gb6","pub_r-CsgY_oMS","6/7/18 12:39","6/7/18 12:39","3216",1
361,121017,"2302",NA,"12SPlizzie","noSchool","FHCBAGDE","12/13/17 12:52",3190,"B",3,"They want  to make fun of her",1,"2",1,1,"12/13/17 12:59",366,"FASCPILOT2",1976,14394,"j4s1bkmkt25bg0gggfatafq0s2","pub_bU8ItRxBmV","12/13/17 12:52","12/13/17 12:52","2302",NA
443,133132,"3018",NA,"12SPlizzie","noSchool","AHDBCEFG","6/6/18 12:40",3891,"B",1,"Maybe Debra and Karen call the girl in front of them because she was alone, and they were walking through the wood for hours.",1,"0",0,1,"6/6/18 12:44",1674,"FASCPILOT2",1976,16028,"rln6art2rocuj92p286uttl8p2","pub_clb3HQ-LoB","6/4/18 11:20","6/4/18 11:20","3018",NA
449,133139,"3103",NA,"12SPlizzie","noSchool","DCBGHEAF","6/6/18 12:53",3947,"B",1,"To start a conversation and make a new friend.",1,"0",0,1,"6/6/18 13:00",1669,"FASCPILOT2",1976,16420,"vk2slm6u86fnq2bagj430cgbo4","pub_MZPrhUcvVi","6/6/18 12:52","6/6/18 12:53","3103",1
420,133049,"3017",NA,"12SPlizzie","noSchool","AGCHFDBE","6/4/18 11:26",3691,"B",1,"Debra and Karen do what they do in story because maybe they want to mess with the girl have a little fun.",1,"3",1,1,"6/4/18 11:41",27369,"FASCPILOT2",1976,16033,"1ohtbj7qi86pp0oa2ffq8bq7p4","pub_Gjd_QZ2zbG","6/4/18 11:26","6/4/18 11:26","3017",NA
396,132771,"2912",NA,"12SPlizzie","noSchool","CEFDAHGB","5/23/18 11:44",3481,"B",1,"They probably will stay back of the group with the girl",1,"0",0,0,"5/23/18 11:59",1311,"FASCPILOT2",1976,15812,"vstfnoctvqivkd8u8avqmrlll4","pub_~DRX7B2Fg4","5/23/18 11:44","5/23/18 11:44","2912",NA
448,133138,"3112",NA,"12SPlizzie","noSchool","DBHECAGF","6/6/18 12:53",3926,"B",1,"Debra and Karen probably don't where they are going so they decide to ask the girl in front of them.",NA,NA,NA,NA,"6/6/18 12:55",2303,"FASCPILOT2",1976,16430,"u4k9vakfhd95qqjkrtc2djpk00","pub_pob89EygF2","6/6/18 13:04","6/6/18 13:04","3112",1
458,133168,"3219",NA,"12SPlizzie","noSchool","FDGAHBCE","6/7/18 10:54",4021,"B",1,NA,NA,NA,NA,NA,"6/7/18 10:59",1486,"FASCPILOT2",1976,16560,"9phh0jdgppemgop8rnq9hvbfg3","pub_6HkxOqfZjq","6/7/18 10:54","6/7/18 10:54","3219",NA
464,133175,"3204",NA,"12SPlizzie","noSchool","GFDCBAHE","6/7/18 12:37",4200,"B",1,"Debra and Karen look like they were trying to ask the girl in front of her to see where they were at because they said that they were walking for a long time. so she tapped on the other girls shoulder asking where was she at but then gave her a weird look",1,"0",0,1,"6/7/18 12:52",1843,"FASCPILOT2",1976,16623,"jsu37imc0qeof0idd70c5deau5","pub_9LO2M20wkj","6/7/18 12:36","6/7/18 12:37","3204",NA
405,133034,"3024",NA,"12SPlizzie","noSchool","DAFCHEBG","6/4/18 10:27",3578,"B",3,"They are going to talk to the girl in the woods because they could be possibly lost because it said they were walking for a long time.",NA,NA,NA,NA,"6/4/18 10:39",957,"FASCPILOT2",1976,15976,"jkfsngbb3ugje31hiok4s80806","pub_hwTAMeUfzw","6/4/18 10:27","6/4/18 10:27","3024",NA
450,133140,"3109",NA,"12SPlizzie","noSchool","GHACFBED","6/6/18 12:55",3959,"B",2,"They might want to pick her and tell her something they know about her and she doesn't",1,"2",1,1,"6/6/18 13:03",1586,"FASCPILOT2",1976,16422,"kvanpgm77fa64na654jti28c90","pub_njSvAJWQaa","6/6/18 12:54","6/6/18 12:54","3109",NA
413,133042,"3029-redo",NA,"12SPlizzie","noSchool","BADHGCEF","6/4/18 10:49",3613,"B",1,"In this story Debra and Karen are talking about a girl in front of them and then they stop the girl and ask her a question. They did this because they wanted to ask the girl why she was wearing sandals if they were going on a hike. They probably just want",1,"2",1,1,"6/4/18 10:53",2066,"FASCPILOT2",1976,15999,"38h1fjrhrsm8eu2kbeb196fok5","pub_Gq1NJ2BDGZ","6/4/18 10:49","6/4/18 10:49","3029-redo",NA
395,132770,"2905",NA,"12SPlizzie","noSchool","CEGBAHDF","5/23/18 11:44",3461,"B",2,"They could probably be wanting to ask her if she has any money.",1,"1",1,1,"5/23/18 11:50",486,"FASCPILOT2",1976,15811,"eajk9ck2ealdsd4q9eojjg7643","pub_382JZTvvA4","5/23/18 11:44","5/23/18 11:44","2905",NA
449,133139,"3103",NA,"12SPlizzie","noSchool","DCBGHEAF","6/6/18 12:53",3954,"B",5,"To ask abut something they may be curious about.",1,"1",1,0,"6/6/18 13:01",8140,"FASCPILOT2",1976,16420,"vk2slm6u86fnq2bagj430cgbo4","pub_MZPrhUcvVi","6/6/18 12:52","6/6/18 12:53","3103",1
352,121004,"2310",NA,"12SPlizzie","noSchool","DEFBGACH","12/13/17 11:41",3089,"B",1,"They want to ask the girl in front a question.",1,"1",1,0,"12/13/17 11:45",1444,"FASCPILOT2",1976,14373,"5ie6grdh1dkgcfpvabrmo2p0e0","pub_n9jVmuxp9J","12/13/17 11:41","12/13/17 11:41","2310",NA
450,133140,"3109",NA,"12SPlizzie","noSchool","GHACFBED","6/6/18 12:55",3957,"B",1,"Maybe they want to ask her a question or ask for something",2,"1",1,0,"6/6/18 13:02",2462,"FASCPILOT2",1976,16422,"kvanpgm77fa64na654jti28c90","pub_njSvAJWQaa","6/6/18 12:54","6/6/18 12:54","3109",NA
435,133121,"3116",NA,"12SPlizzie","noSchool","ADCEGBHF","6/6/18 10:15",3815,"B",1,"They were going to tell the girl up front something nasty and bully her. But Karen didn't like the idea so she just avoided the plan and make a new friend.",1,"3",1,1,"6/6/18 10:32",1354,"FASCPILOT2",1976,16251,"v3n30ncedbeqaclhvo1ejoj6l5","pub_1CIi0-1jaJ","6/6/18 10:15","6/6/18 10:15","3116",NA
388,132763,"2909",NA,"12SPlizzie","noSchool","GACEFBDH","5/23/18 11:20",3409,"B",1,"they do that because they are going to ask the woman a question",1,"0",0,0,"5/23/18 11:26",1367,"FASCPILOT2",1976,15779,"nlf0tufai8mbf0f4srhi9b3ai5","pub_kVAwe0mdbs","5/23/18 11:20","5/23/18 11:20","2909",NA
341,120877,"2211",NA,"12SPlizzie","noSchool","FCABHDGE","12/8/17 12:33",2972,"B",1,"They want to make a new friend.",1,"1",1,0,"12/8/17 12:41",1638,"FASCPILOT2",1976,14241,"aqclvgvfeilr1lr69k748trj96","pub_mZ-ss1IgRU","12/8/17 12:33","12/8/17 12:33","2211",NA
433,133119,"3122",NA,"12SPlizzie","noSchool","FCDABEGH","6/6/18 10:14",3806,"B",1,"Im not sure why they did what they did. It seemed as if they were trying to get her to find a way to let them go.",1,"0",0,0,"6/6/18 10:29",2424,"FASCPILOT2",1976,16249,"qsu60cal0j3shtbfbh11n1qsg6","pub_OFUM7EKGyC","6/6/18 10:14","6/6/18 10:14","3122",NA
443,133132,"3018",NA,"12SPlizzie","noSchool","AHDBCEFG","6/6/18 12:40",3891,"B",1,"Maybe Debra and Karen call the girl in front of them because she was alone, and they were walking through the wood for hours.",NA,NA,NA,NA,"6/6/18 12:44",1674,"FASCPILOT2",1976,16404,"83416p2o9jg42e01vp3k4f8ou1","pub_Nblz_c4ekG","6/6/18 12:39","6/6/18 12:39","3018",NA
472,133183,"3209",NA,"12SPlizzie","noSchool","ABCEGDFH","6/7/18 12:37",4069,"B",1,"To know more information about where they are going ",1,"1",1,1,"6/7/18 12:40",3134,"FASCPILOT2",1976,16626,"ci26fiqoummej1dlar6udmm4l3","pub_92FQp2s3HI","6/7/18 12:37","6/7/18 12:37","3209",NA
332,120866,"2209",NA,"12SPlizzie","noSchool","BDFHCAEG","12/8/17 11:16",2863,"B",1,"They want to know what she is thinking",1,"3",1,0,"12/8/17 11:17",4987,"FASCPILOT2",1976,14220,"bb3psupbruiup6o8p6248erp43","pub_fnMEUAiKmJ","12/8/17 11:16","12/8/17 11:16","2209",NA
440,133129,"3115",NA,"12SPlizzie","noSchool","AEHBCFGD","6/6/18 10:41",3842,"B",1,"i think these girls did what they did because the girl in the front could had been new and they wanted to introduce themselves to her.",1,"1",1,1,"6/6/18 10:46",3515,"FASCPILOT2",1976,16286,"vp49pk7qkdta738ncq9qbdk491","pub_w-Wo0Y8dw3","6/6/18 10:41","6/6/18 10:41","3115",1
333,120867,"0",NA,"12SPlizzie","noSchool","DHEGABFC","12/8/17 11:18",2874,"B",1,"sdfds",NA,NA,NA,NA,"12/8/17 11:18",747,"FASCPILOT2",1976,14221,"q8qlkgsrcskp4segcuhqlg1b23","pub_D8NIZkItkK","12/8/17 11:18","12/8/17 11:18","0",NA
381,132755,"2919",NA,"12SPlizzie","noSchool","DCHFABGE","5/23/18 10:08",3339,"B",2,"Debra and Karen were maybe lost in the woods so they thought about asking the girl that was in front of them.",1,"1",1,1,"5/23/18 10:19",616,"FASCPILOT2",1976,15700,"5r4sr0m273pb7af9d8a4mk4mb6","pub_DpmgVtzp7V","5/23/18 10:07","5/23/18 10:07","2919",NA
407,133036,"3027",NA,"12SPlizzie","noSchool","ACGFHBED","6/4/18 10:30",3566,"B",1,"they dont want to get lost in the woods",1,"1",1,0,"6/4/18 10:35",2096,"FASCPILOT2",1976,15982,"v527cipd76jeh05ejsa8d9n166","pub_T4_W8~3Iax","6/4/18 10:29","6/4/18 10:29","3027",NA
448,133138,"3112",NA,"12SPlizzie","noSchool","DBHECAGF","6/6/18 12:53",3933,"B",2,"They probably know her and want to ask a question regarding an irrelevant topic",1,"2",1,0,"6/6/18 12:56",4040,"FASCPILOT2",1976,16419,"tmdla8cakh4fp01mrng9cgk6s1","pub_TRrkcAV5tw","6/6/18 12:52","6/6/18 12:53","3112",1
345,120881,"2204",NA,"12SPlizzie","noSchool","CEBFAHGD","12/8/17 12:39",2984,"B",1,"They wanted to ask the girl in front of them a question",1,"1",1,0,"12/8/17 12:42",2273,"FASCPILOT2",1976,14247,"d6ssemjet63jgaiqgq86mo2422","pub_8py63J0zxo","12/8/17 12:39","12/8/17 12:39","2204",NA
363,121019,"2301",NA,"12SPlizzie","noSchool","GFCAEBHD","12/13/17 12:55",3181,"C",1,"She didn't want to get in trouble for breaking the vase so she blamed the dog.",1,"2",1,1,"12/13/17 12:58",1902,"FASCPILOT2",1976,14396,"n7ckof7o23n47agnb1d0lkdrg7","pub_mzHdk6uv2Q","12/13/17 12:55","12/13/17 12:55","2301",NA
415,133044,"3016",NA,"12SPlizzie","noSchool","GACFBHDE","6/4/18 11:11",3670,"C",1,"The girl does what she does in this story because since she broke her mother vase she panic and blame it on the dog. She didn't take the blame probably because she would get grounded and be restricted from some things such as playing with friends etc. So,",NA,NA,NA,NA,"6/4/18 11:27",4077,"FASCPILOT2",1976,16015,"se6lvcgn88iq0o64864ap80kc6","pub_MmYS84JXQq","6/4/18 11:11","6/4/18 11:11","3016",1
364,121020,"2305",NA,"12SPlizzie","noSchool","BECHGDAF","12/13/17 12:57",3178,"C",1,NA,NA,NA,NA,NA,"12/13/17 12:58",1169,"FASCPILOT2",1976,14397,"iscgcmelj9itpi54n4tibui3s3","pub_tF9rphrLpp","12/13/17 12:56","12/13/17 12:56","2305",NA
380,132754,"2914",NA,"12SPlizzie","noSchool","DCFHGEAB","5/23/18 10:07",3322,"C",1,"The girl blames that the vase broke because of the dog, she does this to hide the truth that she was the on who broke the vase.",1,"2",1,0,"5/23/18 10:10",1540,"FASCPILOT2",1976,15698,"i7vfejlvq0up2g0c5l759fj0m4","pub_LpZOe~5~g~","5/23/18 10:07","5/23/18 10:07","2914",NA
471,133182,"3206",NA,"12SPlizzie","noSchool","EBHDGACF","6/7/18 12:37",4188,"C",1,"The girl blamed her dog because she didn't want to get into to trouble with her mom and since dogs don't speak she blamed the dog.",1,"3",1,1,"6/7/18 12:50",1450,"FASCPILOT2",1976,16631,"939sr1gvpot45fvm6rjjaq7u32","pub_d1ihudbUSm","6/7/18 12:37","6/7/18 12:37","3206",NA
